ID,Title,Location,Salary,Summary
job_686c8cf8b082fbc1,연구개발부 생명정보부문 석사졸연구원 신입/경력 정규직,서울 서대문구,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>R|인터넷·IT·통신·모바일·게임>빅데이터·AI...
job_e67716c26d372980,TeraVM Field Applications Engineer,서울,"Hands on experience in using Linux scripting languages ( Python, Perl, tshark, etc) Experience in working with Virtualisation..."
job_3e7b756ca8ec169f,가상화 엔지니어 정규직,서울 서초구,DM/NV 등) 우대사항 1) 정보처리산업기사 이상의 자격을 보유하신 분 2) PowerShell/Bash/ Python 등 System Script 경험이 있는 분 기타정보 1) 삼성전자 반도체 사업장 VMware 가상화...
job_bec0de692ac682a9,"DevOps Consultant, Professional Services",서울,"Powershell, Python, Bash…). · Experience... 또는 Terraform) · 스크립팅 (예 : Powershell, Python, Bash…)을 포함한 클라우드, 또는 가상화 환경에서의 Linux..."
job_642f5ec9db0c61b7,Sr. Software Engineer - ACR/DAI,서울,"following programming languages: C/C++, Python, Go Knowledge in network and multi... 언어에 대한 경험: Python, Go, Java, Javascript..."
job_6afd6c8d260f0ad7,[컨트롤웍스] 제어 및 시뮬레이션 전문가 경력(과장급),서울 강남구,"Simulink, C 또는 Python 등) 프로그래밍에 능숙하신 분... 제어 SW 개발 언어(Matlab / Simulink, C 또는 Python 등) 프로그래밍에 능숙하신 분[우대사항] - 팀리더 또는 PM 경험자..."
job_a759194a43ff2d38,Senior Data Scientist,서울 영등포구,"이해하고 활용하는데 어려움이 없으신 분 데이터 분석/모델링을 위한 언어 및 프레임워크 사용에 익숙하신 분 ( Python, R, SQL, Pandas, TensorFlow, Pytorch, Spark 등) 회사 내부 구성원들과..."
job_8358c9b239d656e9,[Platform Engineering] Machine Learning Ops Engineer,서울,학사 이상) ㅇ Kubernetes 관련 경험 ㅇ CI/CD 시스템 구축 역량 ㅇ 컨테이너에 대한 이해 ㅇ Python/C++/shell/go/Java 중 하나에 능숙 • 우대사항 ㅇ kubeflow 경험 ㅇ Deep...
job_8ec361500ad0540e,인공지능(AI) 소프트웨어 개발 경력자,서울 마포구,"지원자격]학력사항: 학사이상경력 : 경력 3년~7년이상[우대사항] Python 프로그래밍 능력 우수자컴퓨터/시스템공학영어가능자, 컴퓨터활용능력우수... 터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python"
job_fda8eb786eca1d3b,Data Engineer,서울 강남구,분을 찾아요 Data Engineering 관련 경력 GCP 클라우드 구축 및 운영 경험이 있으신 분 Python 스크립트 언어 사용에 능숙하신 분 Data lake 또는 warehouse 구축 및 운영 경험이 있으신...
